customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_month_in_2011,CW
LU37653,Oregon,0,Extended,College,2011-01-27,Employed,F,Urban,Married,Corporate,3,4,Call Center,Four-Door Car,Midsize,1,4
QW40254,Oregon,0,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal,3,4,Agent,Four-Door Car,Midsize,1,3
MH76107,California,0,Basic,College,2011-01-08,Employed,M,Rural,Married,Personal,3,2,Agent,Sports Car,Midsize,1,1
ZH28728,Oregon,0,Premium,Bachelor,2011-01-29,Unemployed,M,Suburban,Married,Personal,3,1,Call Center,SUV,Midsize,1,4
SF29524,Oregon,0,Basic,Doctor,2011-01-05,Retired,M,Suburban,Divorced,Personal,1,3,Branch,Four-Door Car,Small,1,1
WZ56476,California,1,Extended,Doctor,2011-01-13,Unemployed,F,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1,2
PP62909,Oregon,0,Basic,Master,2011-02-22,Unemployed,F,Rural,Single,Special,2,1,Agent,Sports Car,Midsize,2,8
XY57950,California,0,Extended,College,2011-02-28,Unemployed,M,Suburban,Divorced,Special,2,1,Branch,Four-Door Car,Midsize,2,9
RA97108,Oregon,0,Extended,High School or Below,2011-01-13,Unemployed,F,Suburban,Single,Personal,2,3,Call Center,Four-Door Car,Midsize,1,2
LT57545,California,0,Basic,College,2011-01-21,Medical Leave,F,Rural,Married,Personal,2,1,Web,Four-Door Car,Midsize,1,3
PO26937,Oregon,0,Premium,Bachelor,2011-01-18,Employed,M,Rural,Married,Corporate,3,3,Web,Four-Door Car,Midsize,1,3
GJ99406,Arizona,1,Extended,College,2011-01-28,Employed,F,Rural,Married,Corporate,2,2,Call Center,Two-Door Car,Small,1,4
LU86185,California,1,Extended,Master,2011-02-23,Unemployed,F,Suburban,Single,Corporate,2,1,Branch,Sports Car,Midsize,2,8
RO82935,Nevada,0,Basic,High School or Below,2011-01-12,Medical Leave,F,Suburban,Married,Personal,3,1,Web,Two-Door Car,Small,1,2
SC47383,Nevada,0,Basic,Bachelor,2011-02-03,Employed,F,Rural,Married,Corporate,2,1,Branch,Four-Door Car,Midsize,2,5
LV27997,Oregon,1,Basic,College,2011-02-03,Employed,M,Urban,Married,Personal,2,2,Web,Four-Door Car,Midsize,2,5
RJ32720,Arizona,0,Extended,College,2011-02-25,Employed,F,Suburban,Divorced,Personal,3,1,Web,Four-Door Car,Midsize,2,8
KR90607,Washington,0,Basic,College,2011-02-26,Unemployed,F,Suburban,Single,Personal,1,1,Agent,SUV,Midsize,2,8
PZ95949,Arizona,1,Extended,Doctor,2011-02-01,Employed,M,Suburban,Married,Personal,3,1,Branch,Two-Door Car,Midsize,2,5
QH60569,California,0,Extended,College,2011-01-17,Employed,F,Rural,Married,Personal,3,1,Agent,Two-Door Car,Midsize,1,3
II27516,California,1,Extended,High School or Below,2011-01-07,Employed,M,Suburban,Married,Personal,3,2,Call Center,Two-Door Car,Large,1,1
QI21338,Oregon,1,Premium,High School or Below,2011-02-14,Employed,F,Suburban,Married,Personal,3,2,Call Center,Two-Door Car,Small,2,7
HG83893,Nevada,0,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal,2,3,Agent,SUV,Midsize,2,6
RN66346,California,0,Basic,Master,2011-01-24,Employed,M,Rural,Divorced,Personal,3,3,Agent,Two-Door Car,Midsize,1,4
RS53995,California,0,Basic,College,2011-01-17,Employed,M,Rural,Married,Corporate,1,2,Web,Two-Door Car,Large,1,3
TD90177,Oregon,1,Basic,College,2011-02-20,Employed,M,Urban,Single,Personal,2,2,Agent,Four-Door Car,Midsize,2,7
FP11025,California,0,Basic,Bachelor,2011-01-10,Employed,F,Urban,Married,Special,3,3,Branch,SUV,Large,1,2
SA62385,Oregon,0,Extended,High School or Below,2011-01-09,Medical Leave,F,Suburban,Married,Personal,3,1,Call Center,Four-Door Car,Midsize,1,1
NL68893,California,0,Basic,Bachelor,2011-01-21,Employed,M,Rural,Married,Personal,3,1,Call Center,Four-Door Car,Small,1,3
LA31975,Arizona,0,Basic,College,2011-01-14,Unemployed,M,Suburban,Single,Personal,3,1,Branch,Luxury SUV,Small,1,2
RM31359,Oregon,0,Extended,High School or Below,2011-02-28,Employed,F,Suburban,Married,Corporate,3,3,Agent,Four-Door Car,Small,2,9
WM19996,California,0,Basic,Bachelor,2011-01-09,Employed,M,Urban,Divorced,Corporate,3,1,Call Center,SUV,Midsize,1,1
SU32452,Arizona,0,Extended,Bachelor,2011-01-30,Employed,F,Rural,Divorced,Personal,3,1,Agent,Four-Door Car,Small,1,4
MZ79386,California,0,Extended,Bachelor,2011-02-05,Employed,F,Rural,Married,Personal,3,2,Call Center,Four-Door Car,Small,2,5
OY15095,Oregon,0,Extended,Bachelor,2011-01-18,Unemployed,M,Suburban,Single,Personal,3,1,Agent,Two-Door Car,Midsize,1,3
UV99893,Arizona,0,Basic,Bachelor,2011-01-30,Employed,F,Rural,Married,Corporate,3,2,Call Center,Two-Door Car,Small,1,4
LD48189,Nevada,1,Extended,High School or Below,2011-02-07,Employed,F,Suburban,Divorced,Personal,2,2,Agent,Four-Door Car,Midsize,2,6
EK13316,Arizona,0,Basic,Bachelor,2011-02-11,Employed,F,Suburban,Married,Personal,3,2,Web,Four-Door Car,Large,2,6
FE82005,Oregon,0,Basic,Bachelor,2011-02-16,Medical Leave,F,Suburban,Single,Personal,3,1,Call Center,Four-Door Car,Midsize,2,7
BL44708,California,0,Basic,High School or Below,2011-02-07,Unemployed,F,Suburban,Single,Personal,2,1,Branch,Two-Door Car,Small,2,6
PQ65328,Oregon,0,Basic,High School or Below,2011-02-04,Employed,M,Rural,Married,Personal,3,2,Call Center,Four-Door Car,Midsize,2,5
AA56476,Arizona,1,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Corporate,2,2,Call Center,Four-Door Car,Midsize,2,5
BL66157,California,0,Extended,Bachelor,2011-02-11,Employed,F,Suburban,Married,Personal,2,3,Web,Four-Door Car,Small,2,6
SN26999,Oregon,0,Extended,High School or Below,2011-02-28,Employed,F,Suburban,Single,Personal,3,2,Agent,Two-Door Car,Small,2,9
TS81548,Oregon,0,Basic,Master,2011-01-13,Employed,F,Suburban,Married,Personal,3,3,Branch,Four-Door Car,Midsize,1,2
DY34902,Oregon,0,Basic,High School or Below,2011-01-09,Employed,F,Suburban,Single,Corporate,2,2,Branch,Four-Door Car,Small,1,1
SX75100,Arizona,0,Basic,Bachelor,2011-01-09,Employed,M,Urban,Married,Corporate,2,2,Web,Four-Door Car,Midsize,1,1
LZ98529,Arizona,0,Basic,High School or Below,2011-02-20,Retired,M,Suburban,Divorced,Personal,2,2,Agent,SUV,Midsize,2,7
FM10372,California,0,Extended,College,2011-02-06,Employed,F,Rural,Divorced,Personal,3,4,Branch,Four-Door Car,Large,2,5
QX54666,California,0,Basic,High School or Below,2011-01-19,Disabled,M,Suburban,Single,Personal,3,1,Branch,Four-Door Car,Midsize,1,3
FR48094,Arizona,0,Basic,High School or Below,2011-02-15,Unemployed,M,Suburban,Single,Personal,3,4,Branch,Four-Door Car,Small,2,7
FH61723,California,0,Basic,Bachelor,2011-01-12,Employed,F,Rural,Married,Personal,3,3,Web,Two-Door Car,Midsize,1,2
QY83498,Oregon,1,Extended,College,2011-02-19,Unemployed,F,Suburban,Divorced,Personal,3,2,Agent,Four-Door Car,Midsize,2,7
GC81619,Oregon,1,Basic,Master,2011-01-16,Employed,F,Suburban,Divorced,Personal,1,2,Branch,SUV,Midsize,1,2
BD84823,Oregon,1,Premium,High School or Below,2011-02-27,Employed,M,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,2,8
EU78163,California,0,Basic,College,2011-02-16,Disabled,F,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,2,7
FD34314,Arizona,0,Basic,Bachelor,2011-01-19,Employed,M,Urban,Married,Corporate,1,2,Web,Four-Door Car,Midsize,1,3
LX27768,Oregon,0,Basic,Bachelor,2011-01-14,Employed,F,Suburban,Married,Personal,2,3,Branch,SUV,Small,1,2
YB91420,Oregon,0,Basic,Bachelor,2011-02-02,Employed,F,Suburban,Married,Personal,1,3,Agent,Four-Door Car,Midsize,2,5
QA45054,Arizona,0,Basic,High School or Below,2011-01-18,Employed,F,Urban,Married,Personal,2,3,Agent,SUV,Small,1,3
CO53758,California,0,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Corporate,2,4,Agent,Four-Door Car,Small,2,7
CW57656,Oregon,0,Extended,College,2011-01-10,Employed,F,Rural,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1,2
MR22119,Oregon,0,Basic,High School or Below,2011-01-07,Employed,M,Suburban,Married,Personal,3,4,Web,SUV,Midsize,1,1
DI22093,California,0,Extended,College,2011-01-09,Employed,M,Urban,Married,Personal,3,1,Call Center,Four-Door Car,Midsize,1,1
PQ35034,Oregon,0,Basic,College,2011-02-28,Employed,F,Rural,Divorced,Corporate,3,1,Branch,Two-Door Car,Midsize,2,9
XB30904,Arizona,0,Basic,High School or Below,2011-02-09,Employed,M,Rural,Married,Personal,3,2,Call Center,Two-Door Car,Midsize,2,6
VF15321,Washington,0,Basic,College,2011-01-15,Employed,M,Suburban,Married,Personal,2,2,Branch,Four-Door Car,Midsize,1,2
LX71137,Arizona,0,Extended,Bachelor,2011-01-01,Employed,F,Suburban,Divorced,Personal,3,3,Branch,Four-Door Car,Midsize,1,52
SI35064,Washington,0,Basic,Bachelor,2011-02-17,Employed,F,Rural,Married,Personal,1,1,Agent,SUV,Midsize,2,7
SI26369,Oregon,0,Basic,College,2011-02-27,Unemployed,M,Suburban,Single,Personal,3,2,Call Center,Two-Door Car,Midsize,2,8
LD69905,Arizona,0,Extended,High School or Below,2011-02-05,Medical Leave,M,Suburban,Married,Personal,2,1,Call Center,Four-Door Car,Midsize,2,5
VY84895,Nevada,0,Extended,High School or Below,2011-01-25,Unemployed,F,Suburban,Single,Personal,3,2,Branch,Four-Door Car,Midsize,1,4
UA38043,California,1,Basic,High School or Below,2011-01-29,Retired,F,Suburban,Divorced,Personal,2,1,Branch,Four-Door Car,Midsize,1,4
WM46083,Arizona,0,Basic,Master,2011-02-21,Employed,M,Urban,Divorced,Personal,2,4,Branch,Two-Door Car,Midsize,2,8
GQ57207,California,1,Basic,Bachelor,2011-01-11,Disabled,F,Suburban,Divorced,Personal,2,1,Web,Four-Door Car,Midsize,1,2
CQ80529,Oregon,0,Basic,College,2011-02-19,Employed,F,Urban,Single,Personal,3,3,Web,SUV,Midsize,2,7
UF36353,Oregon,0,Extended,College,2011-01-02,Employed,M,Rural,Married,Special,3,3,Branch,SUV,Midsize,1,52
IZ24763,Nevada,0,Extended,Bachelor,2011-01-20,Unemployed,F,Suburban,Divorced,Corporate,2,1,Web,Four-Door Car,Small,1,3
TU27017,California,0,Extended,Bachelor,2011-02-14,Employed,M,Suburban,Married,Personal,3,3,Branch,Four-Door Car,Midsize,2,7
GQ32356,Nevada,0,Premium,High School or Below,2011-02-06,Unemployed,F,Suburban,Single,Personal,3,2,Agent,Four-Door Car,Midsize,2,5
PZ81131,California,0,Basic,Bachelor,2011-01-17,Employed,F,Suburban,Married,Personal,3,2,Agent,SUV,Midsize,1,3
ZW79814,California,1,Extended,High School or Below,2011-02-13,Employed,M,Suburban,Married,Personal,1,2,Agent,Two-Door Car,Midsize,2,6
KV79964,Arizona,0,Premium,Doctor,2011-02-22,Employed,M,Suburban,Married,Personal,1,1,Branch,Four-Door Car,Midsize,2,8
WE38399,California,1,Basic,Bachelor,2011-01-18,Employed,M,Suburban,Divorced,Personal,1,2,Branch,Two-Door Car,Midsize,1,3
MI13678,Oregon,0,Basic,High School or Below,2011-01-04,Employed,M,Rural,Married,Personal,3,2,Branch,Four-Door Car,Midsize,1,1
VA63861,California,0,Basic,College,2011-01-24,Employed,F,Suburban,Married,Personal,3,2,Web,Four-Door Car,Midsize,1,4
EH70612,California,0,Basic,College,2011-02-15,Unemployed,M,Suburban,Single,Personal,1,1,Branch,Two-Door Car,Small,2,7
UO40726,Oregon,0,Extended,Bachelor,2011-02-21,Employed,F,Suburban,Single,Personal,2,4,Agent,Two-Door Car,Midsize,2,8
ZY49833,California,0,Basic,Bachelor,2011-01-06,Employed,F,Urban,Married,Personal,2,2,Web,Four-Door Car,Small,1,1
HZ47488,California,0,Basic,Doctor,2011-02-18,Employed,M,Suburban,Divorced,Personal,2,3,Call Center,Four-Door Car,Midsize,2,7
LP51258,Oregon,0,Basic,Bachelor,2011-01-19,Employed,F,Urban,Married,Personal,3,1,Call Center,Four-Door Car,Midsize,1,3
VW65573,California,0,Basic,High School or Below,2011-01-11,Unemployed,M,Suburban,Single,Special,3,1,Agent,SUV,Large,1,2
LV82913,Oregon,0,Basic,College,2011-01-19,Employed,M,Urban,Married,Corporate,2,2,Web,Four-Door Car,Midsize,1,3
OX53879,Arizona,0,Basic,Bachelor,2011-02-25,Employed,M,Rural,Married,Personal,3,1,Call Center,Four-Door Car,Large,2,8
QV76563,Arizona,0,Basic,Doctor,2011-02-28,Unemployed,F,Suburban,Divorced,Personal,2,4,Agent,Four-Door Car,Small,2,9
CP27565,Oregon,1,Basic,Bachelor,2011-02-10,Employed,M,Suburban,Single,Special,3,1,Call Center,SUV,Midsize,2,6
LL56632,Oregon,0,Basic,High School or Below,2011-02-25,Employed,F,Suburban,Married,Personal,3,2,Agent,SUV,Midsize,2,8
ZG88784,Oregon,0,Basic,College,2011-01-10,Employed,M,Suburban,Divorced,Corporate,2,4,Call Center,Four-Door Car,Midsize,1,2
TX13297,California,1,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Married,Corporate,3,2,Call Center,Four-Door Car,Large,1,2
RS20615,California,0,Basic,High School or Below,2011-01-26,Employed,F,Urban,Married,Special,1,1,Web,Four-Door Car,Midsize,1,4
HP77890,Washington,0,Basic,College,2011-02-11,Employed,F,Rural,Single,Personal,2,3,Web,Four-Door Car,Large,2,6
GE45663,Arizona,1,Basic,Bachelor,2011-02-17,Employed,F,Urban,Divorced,Personal,3,2,Web,Two-Door Car,Midsize,2,7
UW90223,California,0,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Married,Personal,1,3,Agent,Two-Door Car,Small,2,8
LC58452,California,0,Basic,High School or Below,2011-02-10,Employed,M,Suburban,Divorced,Personal,1,1,Branch,SUV,Small,2,6
NG59515,California,0,Extended,College,2011-01-29,Employed,M,Suburban,Married,Personal,2,1,Branch,SUV,Midsize,1,4
AQ52711,Oregon,0,Premium,Bachelor,2011-02-20,Employed,F,Suburban,Married,Personal,3,1,Agent,SUV,Large,2,7
AU23837,Oregon,0,Basic,Bachelor,2011-01-19,Employed,F,Urban,Single,Corporate,3,1,Agent,Four-Door Car,Large,1,3
NG62780,Oregon,1,Basic,High School or Below,2011-01-18,Unemployed,F,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Small,1,3
WW16329,Oregon,1,Extended,College,2011-02-14,Employed,F,Suburban,Married,Corporate,1,1,Branch,SUV,Midsize,2,7
YN46118,Arizona,0,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal,1,2,Branch,Four-Door Car,Small,2,5
CW77053,Oregon,0,Basic,High School or Below,2011-02-23,Unemployed,F,Suburban,Divorced,Personal,2,2,Agent,Four-Door Car,Midsize,2,8
LX15904,Washington,0,Basic,High School or Below,2011-01-06,Employed,F,Suburban,Married,Special,2,2,Agent,Four-Door Car,Midsize,1,1
IN26765,Oregon,0,Basic,College,2011-02-27,Employed,M,Rural,Married,Personal,1,2,Branch,Two-Door Car,Midsize,2,8
WR55560,California,0,Premium,High School or Below,2011-01-07,Employed,M,Rural,Divorced,Corporate,3,3,Branch,Sports Car,Midsize,1,1
JQ70222,Washington,0,Basic,High School or Below,2011-01-13,Employed,F,Suburban,Single,Personal,1,3,Call Center,SUV,Small,1,2
EN97874,Oregon,0,Extended,High School or Below,2011-02-07,Employed,F,Suburban,Married,Corporate,2,3,Agent,Four-Door Car,Midsize,2,6
IP76282,Oregon,0,Basic,High School or Below,2011-01-29,Unemployed,F,Suburban,Single,Personal,2,4,Agent,Four-Door Car,Midsize,1,4
NZ98813,California,0,Basic,High School or Below,2011-02-11,Medical Leave,F,Suburban,Divorced,Personal,3,1,Call Center,SUV,Midsize,2,6
XJ65608,California,0,Basic,College,2011-02-26,Employed,F,Suburban,Married,Corporate,1,2,Agent,Two-Door Car,Midsize,2,8
HI71466,California,0,Extended,College,2011-02-25,Employed,M,Rural,Married,Personal,3,2,Branch,Four-Door Car,Midsize,2,8
RO70057,Nevada,1,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Personal,1,2,Branch,Two-Door Car,Small,1,3
LT77960,Arizona,0,Basic,College,2011-01-21,Employed,F,Suburban,Married,Corporate,3,4,Call Center,Four-Door Car,Midsize,1,3
FO13691,Oregon,0,Basic,Doctor,2011-01-30,Employed,M,Urban,Divorced,Personal,3,1,Agent,Two-Door Car,Midsize,1,4
IP87756,Washington,0,Extended,High School or Below,2011-01-17,Unemployed,M,Suburban,Single,Personal,2,1,Branch,SUV,Small,1,3
YG37894,California,0,Basic,College,2011-02-11,Retired,F,Suburban,Married,Corporate,3,2,Web,Two-Door Car,Small,2,6
SR24177,Nevada,0,Extended,Bachelor,2011-02-10,Employed,M,Rural,Single,Personal,2,1,Agent,Two-Door Car,Midsize,2,6
BP54465,Arizona,0,Extended,Master,2011-01-14,Employed,F,Rural,Married,Personal,3,2,Web,Four-Door Car,Midsize,1,2
YY12812,Nevada,0,Basic,Bachelor,2011-01-02,Employed,F,Rural,Married,Corporate,3,1,Agent,Four-Door Car,Large,1,52
HW61722,Oregon,0,Basic,Bachelor,2011-01-27,Unemployed,F,Urban,Married,Personal,3,2,Web,Four-Door Car,Midsize,1,4
CE17855,Oregon,0,Extended,Master,2011-01-02,Employed,F,Suburban,Married,Personal,3,4,Branch,Four-Door Car,Midsize,1,52
ZX50209,California,0,Extended,College,2011-02-17,Employed,F,Rural,Single,Personal,1,4,Agent,Four-Door Car,Midsize,2,7
CZ84042,Oregon,0,Basic,High School or Below,2011-01-25,Employed,F,Rural,Married,Personal,1,2,Branch,Two-Door Car,Midsize,1,4
SQ54906,Oregon,1,Basic,College,2011-02-22,Unemployed,F,Suburban,Divorced,Personal,3,1,Branch,Four-Door Car,Small,2,8
QE21030,Washington,0,Basic,High School or Below,2011-02-09,Employed,M,Suburban,Married,Personal,1,2,Call Center,Luxury SUV,Midsize,2,6
WP60679,Oregon,0,Basic,Bachelor,2011-01-06,Employed,M,Urban,Married,Personal,1,1,Web,Sports Car,Midsize,1,1
BZ47770,Washington,0,Basic,Bachelor,2011-01-09,Employed,F,Rural,Married,Corporate,2,1,Agent,Two-Door Car,Midsize,1,1
TS76653,Nevada,1,Extended,Master,2011-02-23,Unemployed,F,Suburban,Single,Personal,2,1,Branch,Sports Car,Midsize,2,8
KN90631,Nevada,0,Basic,High School or Below,2011-01-16,Retired,F,Suburban,Married,Personal,3,1,Web,SUV,Midsize,1,2
KU59569,California,0,Basic,College,2011-02-25,Unemployed,F,Suburban,Single,Personal,3,2,Agent,Sports Car,Midsize,2,8
IE71278,California,0,Extended,Bachelor,2011-02-10,Employed,M,Urban,Divorced,Personal,2,1,Web,Four-Door Car,Midsize,2,6
VY76337,Washington,0,Basic,High School or Below,2011-01-20,Disabled,M,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Large,1,3
YC77374,California,0,Basic,Bachelor,2011-02-08,Employed,F,Suburban,Married,Personal,3,2,Branch,Two-Door Car,Small,2,6
FX78218,California,0,Basic,Doctor,2011-02-12,Employed,M,Rural,Married,Personal,3,3,Web,Four-Door Car,Large,2,6
MO82744,California,0,Basic,Bachelor,2011-01-01,Employed,F,Urban,Divorced,Personal,2,1,Branch,Four-Door Car,Midsize,1,52
GG20671,Nevada,0,Extended,College,2011-01-01,Employed,M,Suburban,Married,Special,2,4,Agent,Four-Door Car,Large,1,52
YC53575,Oregon,0,Extended,High School or Below,2011-01-24,Unemployed,M,Suburban,Single,Personal,2,2,Branch,Four-Door Car,Midsize,1,4
ES82658,Oregon,0,Extended,Master,2011-01-03,Employed,M,Rural,Divorced,Personal,3,4,Web,Four-Door Car,Midsize,1,1
SU44811,Oregon,0,Extended,High School or Below,2011-01-19,Employed,F,Rural,Married,Corporate,3,4,Call Center,Four-Door Car,Midsize,1,3
AZ43057,California,0,Basic,Master,2011-02-20,Employed,M,Rural,Married,Personal,3,2,Call Center,Four-Door Car,Midsize,2,7
TM24806,Oregon,1,Extended,College,2011-02-23,Retired,M,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,2,8
ZH18791,Oregon,0,Basic,Bachelor,2011-01-10,Unemployed,M,Rural,Married,Personal,3,1,Branch,Four-Door Car,Midsize,1,2
CE10235,California,0,Extended,Bachelor,2011-01-31,Employed,F,Suburban,Married,Personal,1,2,Agent,Four-Door Car,Midsize,1,5
IQ96928,Oregon,0,Basic,High School or Below,2011-02-27,Unemployed,F,Suburban,Single,Corporate,1,1,Agent,Four-Door Car,Small,2,8
BM55732,Nevada,0,Basic,High School or Below,2011-02-16,Employed,F,Suburban,Married,Corporate,2,4,Web,Two-Door Car,Midsize,2,7
PC76141,Nevada,0,Basic,Bachelor,2011-01-11,Medical Leave,M,Suburban,Married,Personal,1,1,Web,Four-Door Car,Small,1,2
RV98208,Arizona,0,Basic,College,2011-01-29,Employed,F,Rural,Married,Personal,1,1,Agent,Two-Door Car,Midsize,1,4
LJ21457,California,0,Basic,College,2011-01-28,Employed,M,Suburban,Divorced,Personal,3,3,Web,Two-Door Car,Small,1,4
MV86976,California,0,Extended,High School or Below,2011-01-03,Unemployed,M,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,1,1
HS13676,California,0,Premium,High School or Below,2011-01-13,Unemployed,M,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,1,2
OX35378,Oregon,0,Extended,Bachelor,2011-01-08,Employed,M,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1,1
VL95438,Arizona,0,Basic,College,2011-01-10,Employed,M,Suburban,Married,Corporate,3,3,Agent,Four-Door Car,Midsize,1,2
YU32377,Oregon,0,Basic,College,2011-01-05,Unemployed,F,Suburban,Single,Corporate,2,3,Call Center,Two-Door Car,Midsize,1,1
QW88350,Washington,0,Basic,College,2011-02-23,Employed,F,Urban,Married,Corporate,3,2,Web,Four-Door Car,Large,2,8
CP99334,Oregon,0,Extended,College,2011-01-30,Employed,F,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1,4
OY32548,Washington,0,Basic,College,2011-01-07,Employed,F,Rural,Married,Personal,3,2,Agent,Two-Door Car,Midsize,1,1
XE36531,California,0,Extended,High School or Below,2011-01-05,Employed,F,Suburban,Married,Personal,3,2,Web,SUV,Midsize,1,1
SZ86381,Oregon,0,Basic,Bachelor,2011-01-14,Employed,M,Suburban,Divorced,Personal,3,1,Web,Four-Door Car,Midsize,1,2
YY29772,Arizona,0,Basic,High School or Below,2011-01-04,Employed,F,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,1,1
FG69718,California,0,Extended,High School or Below,2011-01-10,Unemployed,F,Suburban,Single,Corporate,3,1,Call Center,SUV,Midsize,1,2
MI81870,Arizona,0,Premium,Bachelor,2011-02-04,Employed,F,Suburban,Married,Corporate,1,2,Branch,SUV,Midsize,2,5
QH27767,Oregon,0,Basic,Doctor,2011-01-26,Employed,M,Urban,Divorced,Personal,2,4,Agent,Four-Door Car,Midsize,1,4
AD33653,Oregon,0,Extended,High School or Below,2011-01-08,Unemployed,M,Suburban,Married,Personal,2,1,Agent,Two-Door Car,Midsize,1,1
HU54636,California,0,Extended,College,2011-01-30,Employed,F,Urban,Married,Personal,1,4,Web,Four-Door Car,Midsize,1,4
CD45044,Arizona,0,Basic,High School or Below,2011-02-03,Unemployed,F,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,2,5
CB61335,California,0,Extended,High School or Below,2011-02-05,Employed,F,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Midsize,2,5
DL53457,California,1,Basic,College,2011-01-28,Medical Leave,F,Suburban,Single,Personal,3,2,Web,Four-Door Car,Large,1,4
YG68142,Oregon,0,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal,2,2,Web,Four-Door Car,Midsize,2,6
UI24036,Washington,0,Extended,Bachelor,2011-02-19,Employed,F,Urban,Married,Personal,2,2,Agent,SUV,Large,2,7
LD63324,Arizona,1,Extended,College,2011-01-05,Employed,M,Urban,Divorced,Corporate,3,2,Call Center,Four-Door Car,Midsize,1,1
LB29621,Oregon,0,Extended,Bachelor,2011-01-22,Employed,F,Rural,Married,Corporate,3,2,Call Center,Four-Door Car,Midsize,1,3
XB43625,Arizona,0,Basic,Bachelor,2011-01-10,Employed,F,Rural,Single,Personal,3,1,Branch,Four-Door Car,Small,1,2
FI65786,Oregon,0,Extended,Master,2011-02-01,Employed,F,Suburban,Married,Corporate,2,4,Web,Two-Door Car,Large,2,5
ZC61874,Arizona,0,Extended,Doctor,2011-02-03,Disabled,F,Suburban,Married,Special,1,1,Branch,SUV,Small,2,5
QA66968,California,0,Extended,Bachelor,2011-01-31,Employed,F,Urban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1,5
YQ98322,Oregon,0,Basic,Bachelor,2011-01-04,Employed,M,Suburban,Divorced,Personal,2,1,Agent,Four-Door Car,Midsize,1,1
EN27946,California,0,Premium,High School or Below,2011-02-17,Employed,M,Suburban,Married,Personal,2,1,Call Center,Two-Door Car,Small,2,7
KL43280,California,0,Premium,College,2011-02-03,Employed,M,Suburban,Married,Personal,1,1,Branch,Two-Door Car,Small,2,5
DB93245,Arizona,0,Basic,Doctor,2011-01-19,Employed,F,Urban,Divorced,Corporate,3,2,Call Center,Four-Door Car,Midsize,1,3
SN53710,Washington,0,Extended,High School or Below,2011-01-16,Employed,M,Suburban,Single,Personal,3,3,Call Center,Four-Door Car,Midsize,1,2
IB82793,California,0,Basic,High School or Below,2011-01-11,Unemployed,M,Suburban,Divorced,Corporate,3,1,Agent,Four-Door Car,Midsize,1,2
CT74097,Nevada,0,Extended,College,2011-02-18,Employed,M,Suburban,Divorced,Personal,1,1,Branch,SUV,Small,2,7
HE20556,Arizona,0,Basic,Bachelor,2011-01-18,Employed,F,Suburban,Divorced,Personal,3,3,Web,Four-Door Car,Midsize,1,3
RQ41621,Arizona,0,Basic,Doctor,2011-02-21,Employed,F,Urban,Divorced,Personal,3,3,Agent,Four-Door Car,Midsize,2,8
TB88830,California,0,Basic,Master,2011-02-19,Employed,F,Rural,Married,Personal,2,1,Branch,SUV,Midsize,2,7
LV94312,Oregon,0,Basic,College,2011-02-14,Employed,M,Suburban,Married,Corporate,3,1,Agent,Four-Door Car,Midsize,2,7
PT45842,Arizona,0,Basic,College,2011-02-11,Unemployed,M,Suburban,Single,Personal,3,1,Web,Two-Door Car,Small,2,6
RB63074,Oregon,0,Basic,High School or Below,2011-01-03,Unemployed,M,Suburban,Single,Personal,1,2,Branch,Four-Door Car,Midsize,1,1
XX73066,Arizona,0,Basic,Master,2011-02-02,Employed,M,Rural,Married,Personal,2,2,Branch,Four-Door Car,Midsize,2,5
VN22337,California,0,Extended,College,2011-02-07,Employed,F,Urban,Married,Personal,1,1,Agent,Four-Door Car,Midsize,2,6
BA19651,California,0,Extended,High School or Below,2011-01-01,Employed,M,Urban,Divorced,Corporate,3,3,Agent,Four-Door Car,Midsize,1,52
UX18122,Washington,0,Extended,Bachelor,2011-01-17,Employed,F,Suburban,Married,Corporate,1,2,Web,Four-Door Car,Midsize,1,3
