customer,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_month_in_2011
WY58284,California,1,Basic,Bachelor,2011-02-18,Employed,M,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,2
YD53564,California,0,Basic,College,2011-01-25,Medical Leave,F,Rural,Married,Personal,2,1,Branch,Two-Door Car,Midsize,1
LW25030,Arizona,0,Basic,Bachelor,2011-01-17,Medical Leave,F,Suburban,Married,Corporate,3,1,Agent,Four-Door Car,Small,1
KX47545,Oregon,0,Basic,High School or Below,2011-01-22,Employed,M,Suburban,Divorced,Personal,2,4,Agent,Four-Door Car,Small,1
XB27698,Oregon,1,Basic,Bachelor,2011-02-18,Employed,M,Suburban,Single,Personal,1,1,Agent,Four-Door Car,Midsize,2
BX45636,California,0,Basic,High School or Below,2011-01-15,Employed,F,Urban,Married,Special,3,1,Call Center,SUV,Small,1
IS85460,California,0,Basic,High School or Below,2011-01-10,Employed,F,Suburban,Married,Personal,1,2,Call Center,Two-Door Car,Midsize,1
EG36536,Arizona,0,Basic,Bachelor,2011-02-18,Employed,M,Suburban,Divorced,Personal,2,1,Web,Sports Car,Small,2
UZ95992,California,1,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal,3,2,Agent,Four-Door Car,Midsize,2
WP10197,Nevada,1,Basic,High School or Below,2011-01-23,Employed,M,Suburban,Single,Personal,3,2,Web,SUV,Midsize,1
VV81837,Oregon,0,Extended,High School or Below,2011-02-15,Employed,M,Suburban,Married,Personal,3,1,Agent,SUV,Midsize,2
GT41712,California,0,Basic,Bachelor,2011-01-19,Unemployed,F,Rural,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1
VL59942,Arizona,0,Basic,Bachelor,2011-02-12,Employed,F,Rural,Married,Personal,2,2,Web,Four-Door Car,Midsize,2
LH53046,Nevada,0,Basic,High School or Below,2011-02-08,Employed,F,Urban,Single,Personal,3,2,Agent,Four-Door Car,Small,2
OG36837,Arizona,0,Extended,Doctor,2011-01-22,Employed,F,Urban,Married,Personal,1,2,Call Center,Four-Door Car,Midsize,1
VO30155,Nevada,0,Basic,High School or Below,2011-01-13,Employed,M,Suburban,Single,Corporate,2,4,Branch,Four-Door Car,Midsize,1
WW19050,Oregon,0,Extended,High School or Below,2011-02-26,Unemployed,M,Rural,Married,Personal,2,4,Agent,Two-Door Car,Large,2
UY85263,Nevada,0,Extended,Bachelor,2011-02-03,Employed,F,Urban,Married,Personal,2,2,Agent,Four-Door Car,Small,2
CS30372,Oregon,0,Basic,Bachelor,2011-02-23,Employed,M,Rural,Married,Corporate,3,3,Agent,Four-Door Car,Midsize,2
TQ85537,Washington,0,Basic,College,2011-01-08,Employed,M,Urban,Married,Personal,3,4,Agent,Four-Door Car,Midsize,1
PE72696,California,0,Extended,College,2011-01-07,Employed,M,Suburban,Divorced,Personal,2,1,Branch,Four-Door Car,Midsize,1
UV89077,Oregon,1,Basic,College,2011-01-26,Medical Leave,F,Suburban,Married,Personal,3,1,Branch,Sports Car,Large,1
EI29901,Arizona,0,Basic,Bachelor,2011-02-12,Employed,M,Rural,Married,Personal,3,4,Agent,Four-Door Car,Midsize,2
FD16853,Arizona,0,Basic,High School or Below,2011-02-26,Unemployed,F,Suburban,Married,Personal,3,1,Call Center,Four-Door Car,Midsize,2
FH81409,California,0,Extended,High School or Below,2011-01-21,Unemployed,M,Suburban,Single,Personal,1,1,Agent,Four-Door Car,Small,1
ZF64287,California,0,Basic,High School or Below,2011-02-16,Employed,M,Rural,Divorced,Special,2,2,Agent,Sports Car,Midsize,2
NT82538,Oregon,0,Basic,Bachelor,2011-02-19,Unemployed,F,Suburban,Single,Personal,3,2,Branch,Two-Door Car,Midsize,2
HA56608,California,1,Extended,College,2011-01-08,Unemployed,M,Suburban,Single,Special,3,1,Agent,SUV,Midsize,1
JZ61712,Nevada,0,Extended,Bachelor,2011-02-10,Employed,M,Suburban,Married,Personal,3,4,Call Center,Two-Door Car,Large,2
SH55598,Arizona,0,Extended,High School or Below,2011-02-09,Employed,F,Suburban,Married,Personal,3,3,Agent,Four-Door Car,Midsize,2
TM43177,Oregon,0,Extended,High School or Below,2011-01-15,Employed,F,Urban,Single,Personal,3,2,Branch,Four-Door Car,Large,1
WR90490,Nevada,0,Basic,High School or Below,2011-01-21,Disabled,M,Suburban,Married,Personal,3,3,Agent,Four-Door Car,Midsize,1
WV57524,Oregon,1,Extended,College,2011-02-14,Employed,F,Suburban,Married,Personal,1,1,Branch,SUV,Midsize,2
LK73001,California,0,Premium,College,2011-02-18,Employed,M,Suburban,Married,Personal,3,3,Branch,Four-Door Car,Small,2
JQ29969,Oregon,0,Premium,Bachelor,2011-01-30,Employed,F,Suburban,Married,Personal,2,1,Agent,Two-Door Car,Midsize,1
GS50147,Oregon,0,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal,3,1,Agent,Two-Door Car,Small,2
NB10500,California,1,Extended,Bachelor,2011-01-28,Employed,F,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Small,1
NM77735,Oregon,0,Basic,Bachelor,2011-02-04,Employed,F,Urban,Single,Personal,1,1,Call Center,Four-Door Car,Midsize,2
CG36206,California,0,Basic,Bachelor,2011-01-10,Unemployed,M,Suburban,Single,Personal,3,4,Web,Four-Door Car,Midsize,1
UZ80048,Oregon,0,Extended,College,2011-02-21,Retired,M,Suburban,Married,Personal,3,3,Agent,Two-Door Car,Large,2
UM15297,California,0,Extended,Bachelor,2011-01-27,Employed,F,Rural,Married,Corporate,1,3,Call Center,SUV,Small,1
DW11738,California,0,Basic,Master,2011-02-13,Medical Leave,M,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Small,2
YK92080,California,0,Extended,College,2011-02-01,Employed,F,Suburban,Single,Personal,2,1,Branch,Four-Door Car,Midsize,2
TO39943,Washington,0,Basic,High School or Below,2011-02-12,Employed,F,Urban,Married,Corporate,3,1,Call Center,Two-Door Car,Midsize,2
JQ22359,Oregon,0,Extended,College,2011-01-14,Unemployed,F,Suburban,Single,Personal,2,4,Branch,Two-Door Car,Midsize,1
VW84170,Washington,0,Basic,High School or Below,2011-02-07,Employed,F,Suburban,Married,Personal,3,2,Branch,Four-Door Car,Small,2
DA84476,Oregon,1,Basic,College,2011-01-23,Retired,M,Suburban,Married,Corporate,3,1,Agent,Four-Door Car,Midsize,1
TV34024,Oregon,0,Basic,High School or Below,2011-01-17,Unemployed,M,Suburban,Single,Personal,3,1,Web,SUV,Large,1
UO32521,California,0,Basic,High School or Below,2011-01-16,Unemployed,F,Suburban,Single,Corporate,3,2,Branch,Two-Door Car,Small,1
GR90142,Oregon,1,Extended,College,2011-01-28,Employed,F,Suburban,Married,Personal,1,2,Agent,Two-Door Car,Small,1
XH71839,Oregon,0,Extended,High School or Below,2011-01-18,Unemployed,M,Suburban,Single,Personal,3,1,Agent,Four-Door Car,Small,1
FS56709,California,0,Basic,Doctor,2011-02-14,Employed,M,Urban,Married,Personal,2,3,Agent,Four-Door Car,Large,2
IJ52285,Arizona,0,Extended,Master,2011-01-09,Employed,F,Suburban,Single,Personal,2,1,Agent,Two-Door Car,Small,1
UF36172,Oregon,0,Extended,High School or Below,2011-02-22,Unemployed,F,Urban,Married,Personal,3,2,Branch,Two-Door Car,Midsize,2
LQ71247,Arizona,0,Basic,High School or Below,2011-01-04,Unemployed,F,Suburban,Single,Personal,3,1,Agent,Four-Door Car,Small,1
KB25170,Washington,0,Basic,Doctor,2011-01-03,Employed,F,Rural,Married,Personal,1,4,Call Center,Four-Door Car,Small,1
EY19523,Washington,0,Basic,Bachelor,2011-02-02,Disabled,M,Suburban,Divorced,Personal,2,1,Call Center,Four-Door Car,Large,2
CY30418,Washington,0,Basic,College,2011-01-01,Employed,M,Rural,Divorced,Personal,3,1,Agent,Four-Door Car,Midsize,1
XP92021,Oregon,0,Basic,High School or Below,2011-02-27,Employed,F,Suburban,Divorced,Personal,1,1,Call Center,SUV,Midsize,2
MQ64736,Washington,0,Extended,Bachelor,2011-02-20,Medical Leave,F,Suburban,Single,Personal,3,2,Call Center,Four-Door Car,Small,2
MT67399,Nevada,0,Extended,Bachelor,2011-02-17,Employed,F,Urban,Divorced,Personal,3,2,Call Center,Four-Door Car,Midsize,2
HG81172,Arizona,0,Extended,College,2011-01-05,Employed,F,Rural,Married,Personal,3,3,Agent,Four-Door Car,Midsize,1
DB34757,Arizona,0,Basic,College,2011-01-14,Employed,M,Rural,Married,Personal,1,4,Branch,Four-Door Car,Midsize,1
AM79057,Oregon,0,Basic,Bachelor,2011-02-18,Employed,F,Urban,Married,Personal,2,2,Web,Four-Door Car,Midsize,2
HJ21793,Oregon,0,Extended,Bachelor,2011-01-01,Unemployed,F,Suburban,Married,Personal,1,3,Call Center,SUV,Midsize,1
QH61060,Arizona,0,Basic,High School or Below,2011-02-27,Employed,F,Suburban,Married,Special,2,1,Call Center,SUV,Midsize,2
UR40795,Oregon,0,Basic,High School or Below,2011-01-05,Medical Leave,M,Suburban,Married,Personal,2,1,Web,Sports Car,Small,1
KR88393,California,0,Extended,High School or Below,2011-01-19,Disabled,F,Suburban,Single,Personal,3,2,Agent,Four-Door Car,Small,1
YK65946,Oregon,1,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Divorced,Personal,3,1,Agent,Luxury SUV,Midsize,2
FD21881,Oregon,0,Extended,College,2011-02-14,Employed,M,Suburban,Divorced,Personal,3,4,Agent,Two-Door Car,Small,2
CG60089,Washington,0,Premium,Bachelor,2011-02-04,Employed,M,Rural,Married,Personal,3,3,Branch,Four-Door Car,Midsize,2
AS48176,Oregon,1,Basic,Bachelor,2011-02-05,Retired,M,Suburban,Divorced,Personal,3,1,Branch,SUV,Midsize,2
MY55142,Washington,0,Basic,College,2011-02-25,Employed,M,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,2
SN94425,Oregon,0,Basic,High School or Below,2011-01-05,Unemployed,F,Suburban,Divorced,Special,3,1,Agent,Four-Door Car,Midsize,1
DY69629,Oregon,1,Extended,College,2011-02-12,Employed,F,Suburban,Divorced,Corporate,2,1,Branch,Four-Door Car,Midsize,2
UI73553,Nevada,1,Basic,Bachelor,2011-01-11,Disabled,F,Suburban,Divorced,Personal,3,1,Web,Four-Door Car,Midsize,1
CW63533,California,0,Basic,Bachelor,2011-01-08,Employed,M,Rural,Married,Personal,2,2,Agent,Two-Door Car,Midsize,1
SK47162,Oregon,1,Basic,Bachelor,2011-01-07,Unemployed,M,Suburban,Married,Personal,2,2,Agent,SUV,Midsize,1
VK43303,Oregon,0,Extended,Bachelor,2011-01-30,Employed,M,Urban,Single,Personal,1,2,Branch,Two-Door Car,Midsize,1
SB60942,Arizona,0,Basic,College,2011-01-18,Employed,M,Urban,Married,Personal,1,4,Branch,Two-Door Car,Midsize,1
SX29898,California,0,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Married,Personal,3,3,Agent,SUV,Midsize,2
ER29107,Oregon,1,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Personal,3,2,Branch,Two-Door Car,Small,1
QV13947,Oregon,0,Basic,College,2011-02-25,Employed,M,Rural,Married,Personal,3,2,Branch,SUV,Midsize,2
UO54511,California,0,Basic,High School or Below,2011-01-20,Employed,F,Suburban,Married,Personal,1,3,Agent,Four-Door Car,Midsize,1
AD18174,California,0,Basic,High School or Below,2011-02-22,Unemployed,F,Suburban,Single,Personal,3,1,Web,Four-Door Car,Midsize,2
HB48518,Nevada,0,Basic,College,2011-01-17,Employed,M,Rural,Married,Corporate,2,4,Agent,SUV,Midsize,1
LC12930,California,0,Basic,Master,2011-01-11,Unemployed,M,Suburban,Married,Personal,2,1,Agent,Four-Door Car,Midsize,1
ZQ22116,Arizona,0,Basic,High School or Below,2011-01-16,Employed,F,Rural,Married,Corporate,3,2,Branch,Four-Door Car,Small,1
XB35510,California,0,Basic,Bachelor,2011-01-05,Employed,M,Rural,Married,Personal,3,1,Branch,SUV,Midsize,1
CV78865,Arizona,0,Basic,High School or Below,2011-02-22,Employed,M,Rural,Married,Personal,2,4,Branch,Two-Door Car,Midsize,2
WF75492,Oregon,0,Basic,High School or Below,2011-02-19,Employed,M,Rural,Married,Personal,3,2,Branch,Sports Car,Midsize,2
WH41844,Oregon,0,Basic,Bachelor,2011-01-27,Employed,F,Rural,Divorced,Personal,2,1,Call Center,Two-Door Car,Small,1
TU47984,Arizona,0,Extended,College,2011-01-18,Employed,F,Suburban,Single,Personal,2,2,Agent,Four-Door Car,Midsize,1
IO73222,Washington,0,Basic,Bachelor,2011-01-12,Disabled,F,Suburban,Married,Personal,1,1,Agent,Two-Door Car,Midsize,1
NJ21108,Oregon,0,Basic,Bachelor,2011-01-04,Employed,F,Suburban,Married,Corporate,3,3,Branch,Four-Door Car,Small,1
OH91173,California,1,Basic,College,2011-01-20,Retired,M,Suburban,Married,Personal,3,2,Agent,Sports Car,Midsize,1
FT24768,California,0,Extended,Bachelor,2011-02-03,Employed,M,Urban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,2
OM92482,Arizona,0,Basic,Bachelor,2011-02-09,Disabled,M,Suburban,Married,Personal,2,2,Branch,Four-Door Car,Large,2
IZ47097,Arizona,0,Basic,Master,2011-02-03,Employed,F,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,2
KQ49890,Oregon,0,Basic,High School or Below,2011-01-18,Employed,M,Urban,Married,Corporate,3,2,Agent,Four-Door Car,Midsize,1
XB15703,California,0,Extended,Bachelor,2011-01-04,Employed,M,Urban,Married,Personal,1,2,Agent,SUV,Midsize,1
GR31499,Oregon,0,Basic,Master,2011-01-19,Employed,F,Suburban,Married,Personal,3,3,Agent,Two-Door Car,Midsize,1
No59551,California,1,Extended,College,2011-02-14,Retired,F,Suburban,Divorced,Personal,3,1,Agent,Sports Car,Midsize,2
KV17233,Arizona,0,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Married,Personal,3,3,Web,Two-Door Car,Small,2
OD75777,Oregon,0,Basic,College,2011-01-09,Disabled,F,Suburban,Married,Personal,3,1,Branch,Four-Door Car,Midsize,1
YO14199,Oregon,0,Basic,High School or Below,2011-02-19,Employed,M,Suburban,Single,Personal,1,3,Web,Four-Door Car,Small,2
RR49534,Oregon,1,Extended,Bachelor,2011-01-26,Employed,F,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Midsize,1
JF38079,California,0,Basic,High School or Below,2011-02-21,Employed,M,Rural,Married,Personal,1,1,Call Center,SUV,Midsize,2
GY64553,California,0,Premium,Bachelor,2011-01-22,Employed,M,Urban,Married,Personal,2,3,Agent,Two-Door Car,Midsize,1
CT11176,California,0,Basic,Bachelor,2011-02-15,Employed,F,Rural,Married,Personal,3,2,Web,Four-Door Car,Midsize,2
WU95334,California,1,Basic,College,2011-01-23,Retired,M,Suburban,Married,Personal,3,1,Agent,Four-Door Car,Midsize,1
BK43823,Oregon,0,Premium,High School or Below,2011-01-03,Employed,F,Suburban,Married,Personal,2,2,Call Center,Four-Door Car,Midsize,1
LK90215,Oregon,1,Basic,College,2011-02-20,Employed,M,Urban,Single,Personal,3,2,Agent,Four-Door Car,Midsize,2
XH72888,Arizona,0,Extended,High School or Below,2011-01-21,Employed,M,Suburban,Married,Corporate,2,3,Agent,Luxury SUV,Small,1
MY89889,Nevada,0,Basic,Bachelor,2011-01-28,Unemployed,F,Suburban,Single,Personal,3,3,Call Center,Four-Door Car,Large,1
CY33307,California,0,Basic,College,2011-01-13,Employed,F,Rural,Married,Corporate,2,1,Agent,Four-Door Car,Midsize,1
BC51708,California,0,Basic,High School or Below,2011-02-27,Employed,M,Suburban,Married,Personal,2,2,Agent,Four-Door Car,Midsize,2
JX78176,California,0,Extended,Bachelor,2011-02-22,Employed,F,Urban,Married,Personal,3,1,Branch,Four-Door Car,Midsize,2
GP20237,Nevada,0,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Married,Personal,3,2,Call Center,Four-Door Car,Small,2
GN18675,California,0,Basic,Bachelor,2011-02-01,Employed,M,Rural,Married,Special,3,2,Branch,Four-Door Car,Midsize,2
EQ75249,Arizona,0,Basic,College,2011-02-03,Employed,F,Rural,Married,Personal,2,1,Web,Four-Door Car,Midsize,2
OZ47099,Arizona,0,Basic,Master,2011-01-24,Unemployed,M,Suburban,Married,Corporate,3,4,Branch,Four-Door Car,Midsize,1
RB16360,Oregon,0,Extended,High School or Below,2011-02-09,Employed,M,Suburban,Divorced,Personal,3,3,Branch,SUV,Large,2
JK26373,California,0,Basic,High School or Below,2011-01-10,Unemployed,M,Suburban,Single,Personal,1,1,Web,Two-Door Car,Small,1
GM88979,Oregon,0,Premium,College,2011-01-02,Employed,F,Suburban,Married,Personal,2,3,Call Center,Two-Door Car,Large,1
XM57550,Washington,0,Extended,College,2011-02-10,Disabled,F,Suburban,Married,Personal,3,4,Branch,Four-Door Car,Midsize,2
SD94067,California,0,Extended,Master,2011-01-20,Employed,F,Urban,Married,Special,2,3,Web,Two-Door Car,Midsize,1
OY96856,Oregon,1,Basic,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal,3,2,Agent,Four-Door Car,Midsize,2
FL76894,Washington,0,Basic,High School or Below,2011-02-08,Employed,M,Urban,Married,Personal,1,2,Branch,SUV,Midsize,2
XH72278,Arizona,0,Extended,High School or Below,2011-02-19,Unemployed,M,Suburban,Married,Personal,3,2,Web,Two-Door Car,Midsize,2
LU18867,Oregon,0,Extended,High School or Below,2011-02-12,Employed,M,Suburban,Single,Personal,3,4,Agent,Four-Door Car,Midsize,2
CZ25193,Arizona,0,Premium,Bachelor,2011-02-21,Employed,M,Rural,Married,Personal,1,1,Agent,Four-Door Car,Midsize,2
VE87035,Oregon,1,Basic,Bachelor,2011-01-27,Employed,M,Suburban,Married,Personal,3,2,Call Center,Four-Door Car,Midsize,1
VY27019,Oregon,0,Basic,College,2011-01-29,Unemployed,F,Suburban,Single,Personal,2,1,Agent,Four-Door Car,Midsize,1
GP22382,Oregon,0,Extended,College,2011-01-22,Employed,F,Suburban,Single,Corporate,3,2,Web,Sports Car,Large,1
FG15154,California,0,Extended,Bachelor,2011-01-23,Employed,M,Suburban,Married,Personal,1,2,Call Center,Four-Door Car,Midsize,1
NK34682,Oregon,0,Basic,Bachelor,2011-02-20,Employed,M,Suburban,Married,Corporate,3,1,Agent,Four-Door Car,Midsize,2
TY86306,California,0,Basic,College,2011-02-16,Disabled,F,Rural,Married,Corporate,3,2,Call Center,Two-Door Car,Large,2
CN19138,Arizona,0,Basic,Bachelor,2011-01-31,Unemployed,F,Suburban,Single,Corporate,3,3,Agent,Four-Door Car,Large,1
LO14518,California,0,Extended,Bachelor,2011-02-15,Employed,M,Suburban,Divorced,Personal,1,1,Branch,Two-Door Car,Midsize,2
No73257,Nevada,0,Basic,Bachelor,2011-01-22,Employed,F,Rural,Divorced,Personal,2,2,Branch,Four-Door Car,Midsize,1
RE80124,Arizona,0,Extended,College,2011-01-05,Unemployed,F,Suburban,Single,Personal,3,1,Agent,Two-Door Car,Small,1
WU50951,Washington,1,Extended,Bachelor,2011-01-27,Unemployed,F,Suburban,Divorced,Personal,2,1,Call Center,Two-Door Car,Large,1
EV66951,Nevada,0,Basic,Master,2011-02-18,Unemployed,M,Suburban,Married,Corporate,3,2,Web,Luxury Car,Midsize,2
XF92956,Oregon,0,Basic,High School or Below,2011-01-15,Unemployed,M,Suburban,Single,Personal,2,3,Branch,Four-Door Car,Midsize,1
ZP64637,Arizona,0,Basic,High School or Below,2011-01-29,Unemployed,M,Suburban,Single,Corporate,3,1,Web,Sports Car,Midsize,1
JG74360,Arizona,0,Basic,College,2011-02-02,Employed,M,Suburban,Married,Corporate,2,2,Call Center,SUV,Midsize,2
KT26739,Nevada,1,Extended,Master,2011-01-10,Employed,F,Rural,Married,Personal,2,1,Branch,Four-Door Car,Large,1
YU15037,Arizona,0,Basic,High School or Below,2011-01-21,Unemployed,F,Suburban,Single,Personal,3,2,Call Center,Four-Door Car,Midsize,1
YX91403,Arizona,0,Basic,High School or Below,2011-02-07,Employed,F,Rural,Single,Personal,3,2,Branch,Four-Door Car,Midsize,2
KS46420,Washington,0,Basic,Master,2011-02-06,Employed,F,Rural,Married,Personal,3,2,Agent,SUV,Midsize,2
TW11712,Arizona,0,Basic,Master,2011-01-15,Employed,M,Suburban,Single,Personal,3,1,Branch,SUV,Midsize,1
XY36764,California,1,Basic,College,2011-01-11,Employed,F,Rural,Single,Personal,2,2,Agent,Two-Door Car,Midsize,1
LQ16286,Oregon,0,Premium,College,2011-02-22,Employed,M,Suburban,Single,Corporate,2,3,Call Center,Four-Door Car,Small,2
XE86547,Oregon,0,Basic,College,2011-01-10,Employed,M,Suburban,Married,Personal,3,3,Agent,Four-Door Car,Small,1
QS83113,Oregon,0,Basic,Bachelor,2011-01-10,Employed,M,Suburban,Married,Personal,3,1,Agent,Two-Door Car,Small,1
VQ47100,Washington,0,Basic,High School or Below,2011-01-28,Employed,F,Suburban,Married,Personal,2,2,Web,Four-Door Car,Midsize,1
BE17305,Nevada,0,Extended,Master,2011-02-04,Employed,M,Urban,Single,Personal,2,2,Branch,Two-Door Car,Midsize,2
KZ11847,California,1,Basic,Master,2011-01-28,Disabled,F,Suburban,Divorced,Personal,3,1,Agent,Four-Door Car,Small,1
EX73249,Arizona,0,Basic,College,2011-02-12,Unemployed,F,Suburban,Single,Personal,1,1,Branch,Four-Door Car,Midsize,2
JS19054,Oregon,0,Extended,Bachelor,2011-01-09,Employed,F,Suburban,Single,Personal,3,1,Agent,Two-Door Car,Small,1
YH94097,Washington,0,Extended,College,2011-02-05,Unemployed,M,Suburban,Married,Personal,2,3,Agent,SUV,Midsize,2
UQ19505,Oregon,0,Extended,College,2011-01-04,Employed,F,Rural,Married,Personal,2,1,Call Center,Two-Door Car,Midsize,1
YI95574,Arizona,0,Extended,High School or Below,2011-02-18,Disabled,M,Suburban,Married,Personal,2,2,Call Center,Four-Door Car,Large,2
JQ84105,Oregon,0,Basic,High School or Below,2011-01-21,Unemployed,F,Suburban,Single,Corporate,3,1,Web,Four-Door Car,Small,1
NU61528,Washington,0,Extended,Doctor,2011-01-17,Disabled,M,Urban,Single,Personal,2,1,Branch,Four-Door Car,Midsize,1
XX32359,California,1,Basic,High School or Below,2011-02-21,Unemployed,M,Suburban,Married,Personal,1,2,Call Center,Two-Door Car,Midsize,2
BP69529,Arizona,0,Extended,Bachelor,2011-01-23,Employed,M,Suburban,Divorced,Corporate,3,2,Agent,SUV,Midsize,1
LI60972,Arizona,0,Basic,College,2011-02-23,Employed,F,Suburban,Married,Special,3,2,Agent,Four-Door Car,Large,2
HQ60388,Oregon,0,Basic,High School or Below,2011-01-21,Employed,F,Suburban,Married,Personal,1,4,Web,Four-Door Car,Midsize,1
KE66309,California,0,Basic,College,2011-02-22,Employed,M,Urban,Divorced,Personal,3,2,Web,Four-Door Car,Midsize,2
YT56442,California,0,Basic,College,2011-01-20,Employed,M,Rural,Married,Corporate,3,1,Web,Four-Door Car,Midsize,1
VH51235,Arizona,0,Extended,Bachelor,2011-02-14,Unemployed,F,Suburban,Single,Personal,2,3,Web,Four-Door Car,Midsize,2
HW99293,Arizona,0,Basic,Bachelor,2011-01-21,Employed,M,Suburban,Married,Personal,3,2,Agent,Four-Door Car,Midsize,1
QR57598,Oregon,0,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Single,Personal,1,1,Agent,Four-Door Car,Small,2
FY27460,California,0,Basic,College,2011-01-08,Employed,M,Suburban,Married,Personal,3,2,Agent,Sports Car,Midsize,1
YQ75801,Arizona,0,Basic,High School or Below,2011-01-26,Employed,F,Rural,Married,Personal,1,1,Agent,SUV,Midsize,1
LP48634,California,0,Basic,High School or Below,2011-02-26,Employed,F,Rural,Divorced,Corporate,3,4,Call Center,Four-Door Car,Midsize,2
EI32190,Arizona,0,Extended,Doctor,2011-01-06,Employed,M,Rural,Married,Personal,1,1,Agent,Four-Door Car,Small,1
WS68402,Oregon,0,Basic,Bachelor,2011-02-11,Unemployed,M,Suburban,Single,Special,3,4,Call Center,Four-Door Car,Large,2
ND43316,Oregon,0,Basic,High School or Below,2011-02-10,Employed,M,Suburban,Married,Personal,3,2,Agent,SUV,Small,2
HW94513,Nevada,0,Basic,High School or Below,2011-01-02,Employed,M,Urban,Divorced,Personal,3,1,Branch,Two-Door Car,Midsize,1
ZS72533,Oregon,0,Basic,High School or Below,2011-02-09,Employed,M,Rural,Single,Personal,3,1,Branch,Two-Door Car,Midsize,2
RZ97154,Arizona,0,Extended,Bachelor,2011-01-26,Employed,M,Suburban,Divorced,Personal,3,1,Agent,Two-Door Car,Small,1
LK73198,Washington,0,Basic,High School or Below,2011-01-29,Employed,F,Rural,Married,Personal,1,2,Call Center,Four-Door Car,Midsize,1
RS29507,Arizona,0,Extended,Bachelor,2011-02-10,Unemployed,F,Urban,Married,Personal,3,2,Agent,Four-Door Car,Midsize,2
XJ39660,Oregon,0,Basic,Bachelor,2011-02-09,Employed,F,Rural,Married,Personal,3,2,Call Center,Four-Door Car,Midsize,2
PK47936,Washington,0,Premium,High School or Below,2011-01-05,Employed,F,Suburban,Married,Personal,3,4,Call Center,Four-Door Car,Midsize,1
EU95973,California,0,Basic,Bachelor,2011-02-05,Disabled,F,Suburban,Married,Personal,3,1,Branch,Luxury Car,Midsize,2
OU40102,Oregon,1,Extended,High School or Below,2011-02-19,Disabled,F,Suburban,Married,Special,1,1,Agent,Two-Door Car,Small,2
RC67125,Arizona,0,Extended,College,2011-01-08,Employed,F,Urban,Married,Corporate,3,3,Agent,SUV,Midsize,1
NK53902,Oregon,0,Extended,High School or Below,2011-01-27,Employed,M,Suburban,Married,Personal,3,2,Call Center,Four-Door Car,Large,1
RH70599,Arizona,0,Basic,Bachelor,2011-02-08,Employed,M,Rural,Married,Personal,1,2,Call Center,Four-Door Car,Midsize,2
RR64429,California,0,Extended,High School or Below,2011-02-25,Unemployed,M,Suburban,Single,Personal,3,2,Agent,Four-Door Car,Small,2
IW99237,Oregon,0,Basic,Bachelor,2011-02-12,Unemployed,M,Suburban,Single,Personal,2,1,Branch,Two-Door Car,Midsize,2
PZ94965,California,0,Basic,High School or Below,2011-02-04,Employed,F,Rural,Married,Personal,3,1,Agent,Four-Door Car,Large,2
PV77228,Arizona,1,Extended,College,2011-01-05,Employed,M,Urban,Divorced,Corporate,1,2,Call Center,Four-Door Car,Midsize,1
EX63393,California,0,Extended,Master,2011-02-27,Employed,F,Suburban,Married,Personal,1,3,Agent,Four-Door Car,Small,2
QV26574,Washington,0,Extended,College,2011-01-10,Medical Leave,M,Urban,Married,Personal,2,4,Call Center,Four-Door Car,Midsize,1
ZL29593,Arizona,0,Basic,College,2011-02-09,Unemployed,F,Suburban,Single,Personal,2,2,Agent,Four-Door Car,Midsize,2
FD45309,Oregon,1,Extended,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal,2,1,Agent,Two-Door Car,Midsize,1
CX58204,Nevada,0,Basic,High School or Below,2011-02-02,Disabled,F,Suburban,Married,Personal,1,1,Agent,SUV,Midsize,2
TE35954,Arizona,1,Basic,College,2011-02-15,Employed,M,Suburban,Single,Personal,2,2,Call Center,Four-Door Car,Small,2
XO70106,Oregon,0,Basic,Bachelor,2011-01-14,Employed,M,Urban,Divorced,Personal,2,1,Agent,SUV,Small,1
OW20992,California,0,Basic,High School or Below,2011-01-18,Unemployed,M,Suburban,Single,Personal,2,2,Web,Four-Door Car,Midsize,1
JV44724,Arizona,0,Basic,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Personal,3,1,Agent,Sports Car,Midsize,1
